"Link","Type","Title","Description","By","Country","Rating","Categories","Colors"
"https://www.awwwards.com/sites/vivid-co-1","Day","Vivid+Co","A full-service agency and strategic advisor partnering with visionaries to solve their toughest challenges.","ToyFight ","United Kingdom",7.46,"Business & Corporate,Promotional,Technology,Single page,3D,Filters and Effects,Interaction Design,WebGL,GSAP Animation,Gatsby,Figma,Contentful","Black"
"https://www.awwwards.com/sites/revolt","Day","Revolt","Revolt a one-stop-shop for seamless influencer merchandising.","HOLOGRAPHIK","Croatia",7.41,"Fashion,Web & Interactive,Experimental,Photography,Typography,Transitions,Interaction Design,GSAP Animation,Nuxt.js,Vercel","Black,Red,White"
"https://www.awwwards.com/sites/hyperframe","Day","Hyperframe","We re-imagine and re-engineer building materials as snap-together construction systems so no one has to sacrifice quality, safety, speed or margins ever again.","Oui Will ","United States",7.69,"Technology,Startups,Animation,Clean,Scrolling,Storytelling,3D,UI design","Black,Silver,Yellow"
"https://www.awwwards.com/sites/aquerone","Day","Aquerone","Aquerone is Europe’s first luxury CBD and cannabis lifestyle concept store.","Niccolò Miranda","Netherlands",7.66,"Culture & Education,E-Commerce,Promotional,Illustration,Menu - Horizontal,Gestures / Interaction,Copy design,Footer Design,404 pages,WebGL,GSAP Animation,GLSL,Webflow","Black,Brown,White"
"https://www.awwwards.com/sites/kirifuda-inc","Day","kirifuda inc.","kirifuda inc. is a creative company based in tokyo. We are crafting digital experiences through design and technology. This is our new website for pc.","kirifuda inc.","Japan",7.53,"Web & Interactive,Portfolio,Typography,Filters and Effects,WebGL,GSAP Animation,Three.js","Black,White"
"https://www.awwwards.com/sites/constantinos-haritos","Day","Constantinos Haritos","Personal portfolio of the independent Creative Director & Designer, Constantinos Haritos.","Yannis Yannakopoulos","Greece",7.5,"Design Agencies,Web & Interactive,Portfolio,Typography,Transitions,Gestures / Interaction,Filters and Effects,404 pages,Wordpress,WebGL,GSAP Animation,GLSL,Highway.js,Curtains.js","Black,White"
"https://www.awwwards.com/sites/who-is-playing-the-guqin","Day","Who is playing the Guqin","This webpage was created for the 6th anniversary of Honor of Kings. It describes a story about the pursuit of a mysterious luthier. Please explore it on the phone.","BadPrinter","China",7.41,"Art & Illustration,Mobile & Apps,Web & Interactive,Single page,Illustration,Sound-Audio,Storytelling,WebGL,GSAP Animation,Three.js,GLSL,Vue.js","Green"
"https://www.awwwards.com/sites/canvas-agency","Day","Canvas Agency","We represent artists! Our roster of artists has come together to create a coven of impassioned, imaginative humans with a focus on unique aesthetics’ that stand out and inspire.","Rogue Studio ","United States",7.43,"Art & Illustration,Fashion,Photography,Big Background Images,Clean,Portfolio,Photo & Video,CSS,Sketch,After Effects","Black,Brown,Pink"
"https://www.awwwards.com/sites/jomor-design-2","Day","Jomor Design","Jomor Design is an independent design practice focused on high-end digital experiences.","Jomor Design","Canada",7.54,"Business & Corporate,Design Agencies,Web & Interactive,Fullscreen,Scrolling,Typography,Transitions,Responsive,Interaction Design,Webflow,Adobe XD,Adobe Photoshop,Adobe Illustrator","Black,Silver,White"
"https://www.awwwards.com/sites/my-little-storybook","Day","My Little Storybook","My Little Storybook <U+0001FAB6> is a story of a bird family crossing the river. With the concept inspired by Japanese anime, we created this storytelling web experience.","Lusion ","United Kingdom",7.77,"Art & Illustration,Design Agencies,Web & Interactive,Animation,Colorful,Graphic design,Illustration,Sound-Audio,Storytelling,WebGL,GSAP Animation,Three.js,Lottie,Cinema 4D,Blender","Blue,White"
"https://www.awwwards.com/sites/control","Day","Control","A universal system of cannabinoid based products developed for consistency and control.","Chipsa","Russia",7.49,"Startups,Single page,3D,UI design,WebGL","Black,Blue,White"
"https://www.awwwards.com/sites/magnetism","Day","Magnetism","Magnetism is creative agency based in Paris. It delivers Creative, Innovative and Social solutions for Brands.","Magnetism","France",7.81,"Design Agencies,Technology,Web & Interactive,Animation,Graphic design,Portfolio,3D,UI design,Microinteractions,Node.js,GSAP Animation,Vue.js,Nuxt.js,Netlify,Prismic","Black,Red,White"
"https://www.awwwards.com/sites/alba","Day","Alba","Situated at the corner of Hurontario Street and Fairview Road East atop a bustling downtown intersection, Alba is Edenshaw’s newest addition to Mississauga’s residential landscape.","Vanderbrand","Canada",7.3,"Architecture,Real Estate,Big Background Images,Responsive Design,Typography,Video,Gallery,Photo & Video,Sketch,After Effects,Adobe Illustrator","Black,Silver,White"
"https://www.awwwards.com/sites/artisans-didees","Day","Artisans d'Idées","Discover Artisans d'Idees, an international agency with expertise in innovation, production and digital experiences.","Immersive Garden","France",7.59,"Culture & Education,Design Agencies,Experimental,Big Background Images,Fullscreen,Horizontal Layout,Unusual Navigation,3D,Gestures / Interaction,WebGL,Three.js","Black"
"https://www.awwwards.com/sites/kalso","Day","Kalso","The story behind the original wellness shoe.","Vaan Group ","United States",7.53,"Culture & Education,E-Commerce,Fashion,Animation,Parallax,Retro,Scrolling,Single page,Illustration,jQuery,SVG,Shopify,Lottie","Black,Brown,Orange"
"https://www.awwwards.com/sites/miranda-paper-portfolio","Day","Miranda – Paper Portfolio","Amsterdam-based independent Designer & Developer with focus on Art Direction, Motion Design and Creative Development.","Niccolò Miranda","Netherlands",7.92,"Design Agencies,Web & Interactive,Navigation Menu,Portfolio,Typography,Illustration,Copy design,Project Page,WebGL,GSAP Animation,Three.js,Webflow","Black,Brown"
"https://www.awwwards.com/sites/solace-2","Day","Sol’ace","Sol’ace features timeless furniture, with natural fabrics, curved lines, plenty of mirrors and classic design, which can be incorporated into any decor project.","Victor Work","Canada",7.77,"E-Commerce,Fashion,Promotional,Fullscreen,Minimal,Parallax,Typography,Gallery,GSAP Animation,Webpack,Shopify,BARBA.js,Figma,PWA","Black,White,Yellow"
"https://www.awwwards.com/sites/shapefarm","Day","Shapefarm","Shapefarm is an independant game developer based in Tokyo, Japan.","Garden Eight","Japan",7.5,"Business & Corporate,Animation,Scrolling,Transitions,UI design,WebGL,GSAP Animation,Three.js,GLSL,Vue.js,Netlify","Brown,Red,Yellow"
"https://www.awwwards.com/sites/the-sea-we-breathe","Day","The Sea We Breathe","Dive into 3 immersive underwater journeys and discover why a healthy ocean means a healthy planet.","GC ","United Kingdom",7.84,"Culture & Education,Web & Interactive,Experimental,Animation,Scrolling,Sound-Audio,Storytelling,3D,Interaction Design,Three.js,Javascript,Blender","Blue"
"https://www.awwwards.com/sites/citadelle-gin","Day","Citadelle Gin","Citadelle, french Gin pioneer","Viens-là","France",7.6,"Food & Drink,Animation,Colorful,Illustration,Wordpress,BARBA.js,Anime.js","Blue,Yellow"
"https://www.awwwards.com/sites/goodkids-agency","Day","Goodkids","Free from rules & conventions. Explore the new home of the Goodkids <U+270C><U+FE0F>","Goodkids","France",7.53,"Design Agencies,Film & TV,Web & Interactive,Big Background Images,Portfolio,Typography,Microinteractions,404 pages,Contentful,GSAP Animation,Vue.js,Nuxt.js,Matter.js,Netlify,Sass","Black,Brown,Green"
"https://www.awwwards.com/sites/victoire-douy-portfolio-1","Day","Victoire Douy — Portfolio","I am an interactive designer and illustrator from France — Currently based in Amsterdam, working at Jam3.","Victoire Douy / Patrick Heng","Netherlands",7.65,"Art & Illustration,Web & Interactive,Experimental,Animation,Colorful,Graphic design,Illustration,Interaction Design,WebGL,GSAP Animation,Three.js,Prismic,Figma,Adobe Photoshop","Pink,White,Yellow"
"https://www.awwwards.com/sites/pangram-pangram-foundry","Day","Pangram Pangram Foundry","We provide (trend-conscious) free to try fonts for designers. Each typeface, every glyph is crafted with great care and attention to details for your everyday design.","Locomotive","Canada",7.79,"Art & Illustration,E-Commerce,Promotional,Clean,Parallax,Typography,Content architecture,UI design,CSS,HTML5,Shopify,Javascript,Locomotive Scroll","Black,Silver,White"
"https://www.awwwards.com/sites/gucci-flora-gorgeous-gardenia","Day","Gucci Flora Gorgeous Gardenia","For the launch of Flora Gorgeous Gardenia, Gucci created an immersive platform to explore the fragrance's ingredients and the ad campaign through AR features and a photo sticker booth.","Gucci","Italy",7.81,"Art & Illustration,Promotional,Web & Interactive,Animation,Colorful,Parallax,Transitions,Illustration,3D,Vue.js,Adobe XD","Blue,Pink"
"https://www.awwwards.com/sites/dfy-r","Day","DFY®","DFY® Combines Digital Strategy with Emotional Design to Produce Beautiful and Useful Creative Solutions that Make a Difference. Today’s Creative 
For Tomorrow.","DFY® South","Korea",7.77,"Business & Corporate,Design Agencies,Web & Interactive,Big Background Images,Flat Design,Fullscreen,Parallax,Responsive Design,Copy design,Node.js,GSAP Animation,Three.js,Vue.js,Matter.js,Locomotive Scroll","Black,Brown,White"
"https://www.awwwards.com/sites/wayfinder","Day","Wayfinder","Wayfinder is a web-based generative art game that takes the player on a contemplative cause-and-effect journey through nature.","Matt DesLauriers","Canada",7.92,"Art & Illustration,Games & Entertainment,Technology,Transitions,Illustration,Interaction Design,WebGL","Brown,Orange,Yellow"
"https://www.awwwards.com/sites/liron-moran-interiors","Day","Liron Moran Interiors","Liron Moran Interiors is a design boutique focusing on tailor made office spaces","CUSP","Canada",7.51,"Architecture,Filters and Effects,Content architecture,Microinteractions,WebGL,Three.js,React,Prismic","Black,Silver,Yellow"
"https://www.awwwards.com/sites/traces-a-digital-time-capsule","Day","Traces A Digital Time Capsule","A collaboration with Marina Abramovic, ‘Traces’ was commissioned by WePresent & designed by WeTransfer. The digital experience acts as a virtual time capsule, bringing to life 5 objects","WeTransfer","Netherlands",7.45,"Art & Illustration,Experimental,3D,WebGL,Three.js,GLSL,Cinema 4D","Black,Red,White"
"https://www.awwwards.com/sites/lunchbox","Day","Lunchbox","The operating system for managing your restaurant’s entire digital experience. Lunchbox is your secret sauce for more – more guests, more orders, and more money.","Studio Freight ","United States",7.52,"Food & Drink,Technology,Animation,Navigation Menu,Parallax,Illustration,UI design,Contentful,React,Vercel,Next.js","Black,White,Yellow"
"https://www.awwwards.com/sites/star-atlas","Day","Star Atlas","Star Atlas is an AAA space exploration strategy game and blockchain-driven virtual metaverse. Explore an immersive digital experience that teases about the upcoming game.","Hello Monday ","United States",7.78,"Games & Entertainment,Technology,Web & Interactive,Storytelling,3D,Filters and Effects,GSAP Animation,Three.js","Brown,Red,White"
"https://www.awwwards.com/sites/speedy","Day","Speedy","Just like a bank, but better. Speedy is an invoice and payments platform.","Bürocratik","Portugal",7.65,"Business & Corporate,Promotional,Technology,Animation,Clean,Minimal,3D,Header Design,404 pages,Vue.js,Nuxt.js,Javascript,Sanity","Black,White"
"https://www.awwwards.com/sites/sakharov-space","Day","Sakharov.space","A digital museum of Andrei Sakharov. It is the first and only large-scale project of its kind dedicated to his life, scientific work and human rights activism.","Redis Agency","Russia",7.6,"Culture & Education,Institutions,Web & Interactive,Animation,Infinite Scroll,Parallax,Typography,Storytelling,3D,WebGL,Webflow,After Effects,Figma,Cinema 4D,Adobe Photoshop","Black,Brown,White"
"https://www.awwwards.com/sites/skolkovo-business-district","Day","Skolkovo Business District","Live. Work. Play. Learn. Skolkovo business district is the place where companies find the right balance between professional tasks and personal interests that their staff has.","Proximity Russia","Russia",7.54,"Architecture,Business & Corporate,Real Estate,3D,WebGL","Black,Brown,Silver"
"https://www.awwwards.com/sites/platoon-aviation","Day","Platoon Aviation","Platoon Aviation - Your Home in the Sky. The next generation airline offering private jet solutions to the world’s most exclusive airports.","StudioGruhl","Germany",7.5,"Business & Corporate,Technology,Startups,Clean,Parallax,Scrolling,3D,CSS,GSAP Animation,React,Javascript,Cinema 4D","Black,Red,White"
"https://www.awwwards.com/sites/monopo-london","Day","monopo london","monopo london is a design-driven creative agency working across branding, digital design and communications. Tokyo-born, London-based. Welcome to our world!","monopo ","United Kingdom",7.54,"Design Agencies,Web & Interactive,Animation,Colorful,Portfolio,Transitions,Gestures / Interaction,Interaction Design,HTML5,WebGL,Nuxt.js","Black,Blue,Orange"
"https://www.awwwards.com/sites/foam-talent-2021","Day","Foam Talent 2021","Foam presents a digital exhibition celebrating a new generation of image-makers shaping the future of photography.","Build in Amsterdam","Netherlands",7.63,"Culture & Education,Photography,Experimental,Animation,Colorful,Horizontal Layout,Gallery,Sound-Audio,Storytelling,WebGL,Three.js,React,Vercel,Framer Motion,Next.js","Black,Brown,White"
"https://www.awwwards.com/sites/are-you-okok","Day","ARE YOU OKOK?","A site where users can play with OKOK Meters - virtual measuring instruments that playfully dispenses reading slips based on particular user behavioral patterns.","OKOK Services South","Korea",7.63,"E-Commerce,Web & Interactive,Experimental,Clean,Minimal,3D,Gestures / Interaction,Microinteractions,Three.js,Shopify,Vue.js,Nuxt.js,Figma,Cinema 4D,DatoCMS","Black,Red,White"
"https://www.awwwards.com/sites/gsoft","Day","GSoft","There's a better way to work - GSoft","MILL3","Canada",7.57,"Technology,Animation,Fullscreen,Transitions,Illustration,Wordpress","Black,Blue,White"
"https://www.awwwards.com/sites/cowboy-1","Day","Cowboy","Introducing Cowboy, the first electric bike with theft alerts, auto and manual unlock, crash detection, and so much more. Cowboy is simple, smart, and future-proof.","BASIC® ","United States",7.53,"E-Commerce,Web & Interactive,Animation,Clean,Graphic design,Scrolling,3D,Gestures / Interaction,CSS,Shopify,Javascript","Black,Silver,White"
"https://www.awwwards.com/sites/gucci-burst","Day","Gucci Burst","A dynamic colourful game to launch the new Gucci Basket sneaker.","Superhero Cheesecake","Netherlands",7.61,"Games & Entertainment,Web & Interactive,Experimental,Animation,Colorful,Graphic design,Sound-Audio,3D,Gestures / Interaction,GSAP Animation,Three.js","Pink,White,Yellow"
"https://www.awwwards.com/sites/ballade-ndeg12-at-vendome","Day","Ballade N°12 at Vendome","Discover Chaumet's legendary Hôtel Particulier through 360° views, untold stories, and a symphonic ballad by Chopin (former resident of 12, Place Vendôme).","Goodkids","France",7.48,"Architecture,Promotional,Web & Interactive,Fullscreen,Video,360,Sound-Audio,WebGL,Nuxt.js,Sass","Black,Blue,White"
"https://www.awwwards.com/sites/spotify-culture-next-2021","Day","Spotify Culture Next 2021","Archrival partnered with Spotify to produce Culture Next, a global trend report. All findings culminate into an engaging web experience leading to a whitepaper download.","Archrival ","United States",7.53,"Culture & Education,Colorful,Data Visualization,Sound-Audio,Content architecture,Copy design,Photo & Video,CSS","Green,Pink,Yellow"
"https://www.awwwards.com/sites/feldman-studio","Day","Feldman.Studio","Feldman Studio is a Paris based creative studio focused on creative direction and branding. New case study website with interactive Vision page and lots of easter eggs (contact, 404...)","Feldman Studio","France",7.62,"Design Agencies,Clean,Graphic design,Minimal,Header Design,Contact Page,404 pages,WebGL,GSAP Animation,Vue.js,Nuxt.js,Netlify,Prismic","Black,Silver,White"
"https://www.awwwards.com/sites/the-shift-1","Day","The Shift","The Shift was created for things and people desiring a shift - a movement, a change - in business, organization, space, product, or service.","Garden Eight","Japan",7.66,"Business & Corporate,Animation,Clean,WebGL,GSAP Animation,BARBA.js","Black,Red,White"
"https://www.awwwards.com/sites/sell-anything-by-squarespace","Day","Sell Anything by Squarespace","A campaign site for Squarespace that repositions the company as not only one of the most-design forward website builders in the world, but also a world-class e-commerce platform.","Squarespace ","United States",7.55,"Technology,Web & Interactive,Animation,Responsive Design,Interaction Design,Figma","Black"
"https://www.awwwards.com/sites/fcxv-fabienne-chapot","Day","FCXV FABIENNE CHAPOT","Fashion brand Fabienne Chapot celebrated her 15th anniversary. For this special occasion we created a website where you can peak behind the scenes of this brand and explore new products","Generous.studio","Netherlands",7.45,"E-Commerce,Events,Fashion,Animation,Colorful,Transitions,Storytelling,3D,next.js,CSS,HTML5,WebGL,Three.js,GLSL,Blender","Orange,Pink,Yellow"
"https://www.awwwards.com/sites/eumray-portfolio","Day","eumRay portfolio","Portfolio for frontend developer and UXUI designer Ray eum","Ray Eum South","Korea",7.29,"Design Agencies,Promotional,Web & Interactive,Portfolio,Filters and Effects,Interaction Design,WebGL,Three.js,React,Figma","Silver,White"
"https://www.awwwards.com/sites/seed","Day","Seed","Seed is a microbial sciences company pioneering applications of microbes to improve human and planetary health.","Landscape ","United States",7.36,"E-Commerce,Food & Drink,Web & Interactive,Clean,Typography,Data Visualization,Photo & Video","Black,Green,White"
"https://www.awwwards.com/sites/alicia-keys","Day","Alicia Keys","Website for the one and only Alicia Keys—an unmatched force in entertainment, entrepreneurship, and activism.","MOUTHWASH ","United States",7.47,"Music & Sound,Promotional,Animation,Big Background Images,Clean,Colorful,Infinite Scroll,Video","Black,Red,Silver"
"https://www.awwwards.com/sites/sal-parasuco","Day","Sal Parasuco","Sal Parasuco is an immersive digital experience providing luxury outwear garments for the modern entity.","Niccolò Miranda","Netherlands",7.35,"E-Commerce,Fashion,Web & Interactive,Gallery,3D,Content architecture,Photo & Video,Microinteractions,Project Page,CSS,HTML5,GSAP Animation,Three.js,Webflow,Javascript","Black,Green,Silver"
"https://www.awwwards.com/sites/hyogen","Day","hyogen","We are a creative production team that embraces all the people we have met.","Mitsugu Takahashi","Japan",7.48,"Design Agencies,Film & TV,Photography,Photography,Portfolio,Typography,Video,Web Fonts,Transitions,WebGL,GLSL,Webpack,Javascript","Black,White"
"https://www.awwwards.com/sites/perimeterwatch","Day","PerimeterWatch","PerimeterWatch empowers today’s businesses with the latest in net- work security intelligence and infrastructure.","Non-Linear ","United States",7.33,"Business & Corporate,Technology,Web & Interactive,Clean,Minimal,Typography,Responsive,3D,Forms and Input,WebGL,Netlify,Figma,Sanity,Cinema 4D,Blender","Black,Red,Silver"
"https://www.awwwards.com/sites/hyer-r","Day","Hyer®","Hyer® - Smart solutions for all your charter requirements","stuurmen","Netherlands",7.3,"Other,Animation,Clean,Minimal,Responsive Design,3D,WebGL,Three.js,Firebase,Framer Motion,Figma,Next.js","Black,Blue,White"
"https://www.awwwards.com/sites/crowdstrike-adversary-universe","Day","CrowdStrike Adversary Universe","An interactive site we built with CrowdStrike to humanize global cybersecurity, dynamically fostering entertainment, learning & action.","Jam3","Canada",7.32,"Other,Technology,Animation,Clean,Transitions,Data Visualization,Responsive,Storytelling,CSS,WebGL","Black,Red,White"
"https://www.awwwards.com/sites/dima-kutsenko","Day","Dima Kutsenko","A Ukrainian fashion photographer based in Kyiv","Depo Studio","Ukraine",7.37,"Photography,Clean,Fullscreen,Minimal,Photography,Portfolio,Gallery,Webflow,After Effects,Figma","Black,Blue,White"
"https://www.awwwards.com/sites/madbox","Day","Madbox","Discover our mad dream of making the world play!","Hervé Studio","France",7.38,"Games & Entertainment,Colorful,Graphic design,Illustration,3D,GSAP Animation,Three.js,GLSL,Nuxt.js,Cinema 4D,Blender","Orange,White"
"https://www.awwwards.com/sites/spinoza-co","Day","Spinoza.co","Curated Psychedelic Experiences","Numbered","Netherlands",7.46,"Promotional,Animation,Fullscreen,Scrolling","Yellow"
"https://www.awwwards.com/sites/lemkus","Day","Lemkus","Lemkus is one of the leading retailers in limited edition sneakers and apparel in South Africa, which caters to sneaker enthusiasts.","Dash Digital South","Africa",7.55,"E-Commerce,Fashion,Web & Interactive,Navigation Menu,Typography,Interaction Design,About Page,Contact Page,Footer Design,GSAP Animation,React,Shopify,Javascript,Locomotive Scroll,Adobe XD","Black,White,Yellow"
"https://www.awwwards.com/sites/leroy-merlin-inspirational-mag","Day","Leroy Merlin Inspirational Mag","Discover inspirational trends by Leroy Merlin, the french home improvement retailer leader","Le studio digital BETC","France",7.53,"Architecture,Magazine / Newspaper / Blog,Animation,Clean,Colorful,3D,WebGL","Blue,Orange,Yellow"
"https://www.awwwards.com/sites/dna-capital","Day","DNA CAPITAL","Discover DNA CAPITAL, a company empowering exceptional teams and companies in healthcare and health tech.","Immersive Garden","France",7.63,"Business & Corporate,Clean,WebGL,GSAP Animation,Three.js,GLSL,Nuxt.js","Black,Blue"
"https://www.awwwards.com/sites/thinkingbox","Day","Thinkingbox","We are a global creative collective. We shape the future of brands through craft and curiosity.","Thinkingbox","Canada",7.41,"Art & Illustration,Design Agencies,Web & Interactive,Graphic design,Responsive Design,Video,Storytelling,Photo & Video,WebGL,Prismic,After Effects,Figma,Next.js","Black,White"
"https://www.awwwards.com/sites/giulia-tonon","Day","Giulia Tonon","Introducing Giulia - Awesome Illustrator & Graphic Designer Focused on Editorial Illustrations.","ET Studio","Italy",7.41,"Art & Illustration,Animation,Colorful,Flat Design,Illustration,CSS,HTML5,React,Framer Motion,Next.js","Black,White,Yellow"
"https://www.awwwards.com/sites/the-space-that-makes-us-human","Day","The Space that makes us Human","An interactive platform to explore the profound impact of
Space on the future of humanity.","Irina Gritsay","Ukraine",7.41,"Promotional,Web & Interactive,Experimental,Animation,Sound-Audio,3D,Photo & Video,UI design,Contentful,HTML5,WebGL,GSAP Animation,Three.js,After Effects,Locomotive Scroll","Black,Orange,White"
"https://www.awwwards.com/sites/langmobile","Day","Langmobile","The Langmobile way of learning is all about creating meaningful experiences while learning another language!","MILL3","Canada",7.42,"Culture & Education,Animation,Colorful,Transitions,Illustration,Wordpress","Green,Orange,Yellow"
"https://www.awwwards.com/sites/vibor","Day","Vibor","Vibor is a producer of temperature, pressure, and level sensors.","Studio Sentempo","Italy",7.37,"Business & Corporate,Clean,3D,Webflow,After Effects,Figma,Cinema 4D","Black,Red,Silver"
"https://www.awwwards.com/sites/lionel-taurus-portfolio","Day","Lionel Taurus - Portfolio","Interactive portfolio of Multidisciplinary French Caribbean Designer Lionel Taurus.","Lionel Taurus ","United States",7.43,"Promotional,Web & Interactive,Clean,Graphic design,Minimal,Portfolio,3D,Microinteractions,CSS,WebGL,GSAP Animation,Figma,Cinema 4D","Black,Silver,White"
